域名,语言,近5年建站,历史统一度,标题总数量,标题敏感词,域名年龄,快照时间-1,标题-1,快照时间-2,标题-2,快照时间-3,标题-3,快照时间-4,标题-4,快照时间-5,标题-5,快照时间-6,标题-6,快照时间-7,标题-7,快照时间-8,标题-8,快照时间-9,标题-9,快照时间-10,标题-10,快照时间-11,标题-11,快照时间-12,标题-12,快照时间-13,标题-13,快照时间-14,标题-14,快照时间-15,标题-15,快照时间-16,标题-16,快照时间-17,标题-17,快照时间-18,标题-18,快照时间-19,标题-19
firstbaptistchurchofelkridge.com,英文,1/5,1,0%,无,3,2018,First Baptist Church of Elkridge – firstbaptistchurchofelkridge.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gamershovel.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruanhui2.com,中文,2/5,2,0%,无,3,2019,请稍等，正在进入...,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juan865.com,其他,1/5,2,0%,的av,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sedradesign.com,其他,2/5,7,0%,无,9,2019,,2018,,2013,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835786.com,其他,2/5,2,0%,无,3,2019,,2018,åååºå®|ååäº¤æ|è´­ä¹°åå-190æ°äº¤æ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmconstrutora.com,其他,1/5,1,0%,无,3,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
therealxperts.com,其他,4/5,19,0%,无,10,2019,,2018,,2017,,2016,,2014,,2013,,2012,,2011,,,,,,,,,,,,,,,,,,,,,,,,,
americansportsfederation.com,其他,2/5,10,0%,无,17,2019,,2018,,2005,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuaipeijian.com,中文,2/5,2,0%,无,3,2019,kuaipeijian.com 售卖中,2018,kuaipeijian.com 售卖中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stevekittleson.com,其他,2/5,2,0%,无,3,2019,We are currently working on our website,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flowerdelivery365.com,其他,0/5,3,0%,无,11,2013,Same Day Flower Delivery | FlowerDelivery365.com,2011,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
milgadgets.com,其他,3/5,20,0%,无,11,2019,MilGadgets.com online shop for professional military， airsoft， survival gear， military uniforms and much more...,2018,MilGadgets.com online shop for professional military， airsoft， survival gear， military uniforms and much more...,2017,,2014,milgadgets.com,2013,milgadgets.com,2011,Gadgets Tienda de Regalos divertidos originales， regalos curiosos， gadgets Gift Ideas - gadgets ideas para regalar,2010,Gadgets Tienda de Regalos divertidos originales， regalos curiosos， gadgets Gift Ideas - gadgets ideas para regalar,,,,,,,,,,,,,,,,,,,,,,,,,,
dancemagical.com,其他,3/5,13,0%,无,4,2019,Dance Magical Dance & Magic Shows,2018,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stonecommercialservices.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electrotiendadigital.com,其他,4/5,24,0%,无,9,2019,electrotiendadigital.com - This; website is for sale! - electrotiendadigital; Resources and Information.,2018,,2017,,2016,,2015,,2014,,2013,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
thebonafidelife.com,其他,4/5,38,0%,无,12,2019,,2018,,2017,,2016,,2015,,2014,,2013,,2012,,2011,,2010,,2009,,,,,,,,,,,,,,,,,,,
mattludlow.com,其他,2/5,2,0%,无,3,2019,HostGator - Please Configure Your Name Servers,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asistisas.com,英文,1/5,1,0%,无,3,2018,Error 404 (Not Found)!!1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mingfacc.com,中文,1/5,4,0%,视频,3,2018,人人妻在人人摸人人碰 _CaoPorn超碰免费... 超碰在公开线视频免费,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pussy-shaver.com,其他,4/5,83,0%,无,19,2019,,2018,,2017,,2016,,2015,,2014,,2013,,2012,,2011,,2010,,2009,,2008,,2007,,2006,,2005,,2004,,2003,,2002,,,,,
whitegoldseasalt.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dentalpoli.com,其他,0/5,6,0%,无,10,2015,,2014,,2013,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9efqp95.com,中文,2/5,3,0%,正版,3,2019,曾夫人资料|曾夫人心水资料大全|曾夫人正版资料大全|香港曾夫人马会正版资料,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eljefestudio.com,英文,1/5,1,0%,无,3,2018,Adobe Portfolio | Build your own personalized website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
certain-dri.com,其他,3/5,8,0%,无,5,2019,,2018,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charlottekco.com,其他,2/5,3,0%,无,3,2020,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shahjalaltravels.com,其他,3/5,10,0%,无,3,2020,,2019,Home | Shahjalal Travels,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177l.com,中文,2/5,4,0%,色小姐,5,2018,1177l.com - 1177l; Resources and Information.,2016,色小姐|影音先锋 av撸色|美国十次撸|涩涩涩爱撸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soudni-znalec.com,其他,1/5,30,0%,无,17,2016,Soudní znalec a odhadce,2015,,2014,,2013,,2011,,2009,,2008,,2007,,2005,,2004,,,,,,,,,,,,,,,,,,,,,
lyjxwm.com,其他,1/5,9,0%,无,14,2019,www.lyjxwm.com,2011,,2010,,2009,,2008,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hbbaidu027.com,中文,0/5,1,0%,无,10,2011,武汉扬华科技有限公司 "武汉地区品牌设计团队，三年精品企业网站设计经验！",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
creatediyprints.com,其他,1/5,3,0%,无,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
implantatgetragen.com,其他,4/5,14,0%,无,8,2019,Implantatgetragen - Herzlich willkommen,2018,,2017,,2016,,2015,,2014,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
electricservicehome.com,其他,2/5,3,0%,无,3,2019,Electric Service Home – Instalación， Mantenimiento y Reparación de Refrigeradoras， Lavadoras， Secadoras y Cocinas,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
girlietown.com,其他,4/5,32,0%,无,17,2019,,2018,girlietown.com - This; website is for sale! - girlietown; Resources and Information.,2017,girlietown.com - This website is for sale! - girlietown Resources and Information.,2016,GirlyTown.com domain name for sale I Brands In Waiting – Brands in Waiting,2015,GirlyTown.com domain name for sale I Brands In Waiting – Brands in Waiting,2014,,2011,girlietown.com,2006,girlietown.com,2005,girlietown.com,2004,parked domain: GirlieTown.com,,,,,,,,,,,,,,,,,,,,
africaaliveevents.com,其他,3/5,19,0%,无,3,2020,Home,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naplesalesexpert.com,英文,1/5,1,0%,无,3,2018,Ryan Chiodo Naples Sales Expert Luxury Real Estate Advisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harldavidson.com,其他,3/5,10,0%,无,8,2019,,2018,,2017,,2015,,2014,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
likeafit.com,其他,2/5,12,0%,无,11,2019,,2018,,2011,web47129 @ server47.mivitec.net,2010,web47129 @ server47.mivitec.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wickedawesomewindowtreatments.com,其他,2/5,4,0%,无,3,2019,W. A Wallpaper & Paint | Blinds， Shades， Shutters | Hampton， NH,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
photofunina.com,其他,3/5,14,0%,无,13,2019,,2018,,2016,,2014,,2013,,2011,,2009,,2008,,,,,,,,,,,,,,,,,,,,,,,,,
m2advisorygroup.com,其他,1/5,1,0%,无,4,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
momokeen.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thelittlesecretdoorcompany.com,其他,2/5,2,0%,无,3,2019,Index of /,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blockchain4p.com,英文,1/5,1,0%,无,0,2021, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
customrackwear.com,其他,1/5,2,0%,无,3,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jselg.com,其他,3/5,22,0%,2018,3,2020,JS+ELG – 8.25.2018,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
progrsiveagent.com,其他,0/5,2,0%,无,10,2014,progrsiveagent.com,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yeannee.com,其他,3/5,10,0%,无,8,2019,TM Webhosting Default Page,2018,,2016,,2014,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evilworms.com,其他,0/5,5,0%,无,20,2014,HugeDomains.com - Shop for over 300，000 Premium Domains,2013,HugeDomains.com - Shop for over 300，000 Premium Domains,2011,evilworms.com,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smartcryptocards.com,其他,2/5,3,0%,sm,3,2019,Welcome to smartcryptocards.com,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brianion.com,其他,3/5,12,0%,无,10,2019,,2018,,2016,,2013,,2012,,2011,brianion.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gilesherman.com,其他,2/5,2,0%,无,3,2019,giles herman – Designer/ illustrator,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
personal-heating.com,其他,2/5,2,0%,无,3,2019,Home,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrosiantiles.com,其他,0/5,2,0%,无,10,2013,bedrosiantiles.com,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holistic-innovations.com,其他,4/5,24,0%,无,8,2019,,2018,,2017,,2016,,2015,,2014,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbqkn.com,其他,1/5,1,0%,无,2,2019,拼三张游戏-[手游下载],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thisbipolarchic.com,其他,1/5,4,0%,无,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coylehomeimprovements.com,其他,2/5,2,0%,无,3,2019,Home - Coyle Home Improvements,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jingfujia.com,中文,1/5,1,0%,无,3,2018,搜索结果-jingfujia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marcgarfinkelhomes.com,其他,1/5,1,0%,无,3,2018,Wayback Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szzayb.com,其他,1/5,5,0%,欧美av,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yg168168.com,其他,1/5,2,0%,娱乐,3,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hytechdevelopers.com,其他,4/5,41,0%,无,11,2021,,2020,,2017,HyTech Developers,2016,HyTech Developers,2015,HyTech Developers,2014,Hytech Developers Ready to Occupy Flats，Villas & Apartments in Cochin， Kerala,2013,Hytech Developers Ready to Occupy Flats，Villas & Apartments in Cochin， Kerala,2012,,2011,Hytech Developers,2010,,,,,,,,,,,,,,,,,,,,,
kzfyy.com,其他,2/5,2,0%,无,3,2019,500 Internal Server Error,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intermade-brasserie.com,其他,4/5,20,0%,无,8,2019,,2018,,2017,,2016,,2015,,2014,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
bumblebeemicrophones.com,英文,1/5,1,0%,无,3,2018,DIY Ribbon Mic & Boutique Pro Audio Kits | Bumblebee Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
justagirlbaking.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdcroster.com,其他,2/5,2,0%,无,3,2019,cdcroster.com - Crazy Domains,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icz8.com,中文,3/5,12,0%,大红鹰,10,2019,大红鹰高手|大红鹰高手网|大红鹰高手伦坛|大红鹰高手纶坛,2018,大红鹰高手|大红鹰高手网|大红鹰高手伦坛|大红鹰高手纶坛,2016,沈阳都市妇科医院_沈阳最好的妇科医院_看妇科到都市医院放心,2015,沈阳都市妇科医院_沈阳最好的妇科医院_看妇科到都市医院放心,2013,沈阳都市妇科医院|沈阳较好的妇科医院 妇科病;无痛人流,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christianchurchportangeles.com,其他,1/5,14,0%,无,8,2016,,2015,,2014,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plansinsevilla.com,其他,2/5,2,0%,无,3,2019,plansinsevilla.com,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go45123.com,中文,1/5,14,0%,发票,13,2019,go45123.com,2014,代开合肥咨询业发票__代开合肥咨询业发票_官网电话：13528772392钱经理,2013,,2011,积分查询系统,2010,积分查询系统,2009,,2008,积分查询系统,,,,,,,,,,,,,,,,,,,,,,,,,,
modelbowl.com,其他,3/5,12,0%,无,10,2019,Wayback Machine,2018,,2016,,2015,,2014,,2013,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,
nn726.com,其他,1/5,2,0%,无,8,2019,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca-tree-service.com,其他,3/5,18,0%,无,8,2019,,2018,,2016,Costa Mesa Tree Service， Landscaping,2015,Costa Mesa Tree Service， Landscaping,2014,Tree Service - Landscaping - Ghai's Tree Services - Costa Mesa - California,2013,Tree Service - Landscaping - Ghai's Tree Services - Costa Mesa - California,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vorson-shop.com,其他,0/5,4,0%,无,8,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lanling999.com,英文,0/5,1,0%,无,8,2013,Welcome to the US Petabox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zionbaptistofhampton.com,英文,0/5,3,0%,无,10,2014,Zion Baptist Church of Hampton - home,2013,Zion Baptist Church of Hampton - home,2011,Zion Baptist Church of Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ancientroottaijiquan.com,英文,1/5,1,0%,无,3,2018,Live the ART - Ancient Root Taiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mykoreancosmetics.com,其他,2/5,3,0%,无,2,2021,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charterpull.com,其他,2/5,2,0%,无,3,2019,charterpull.com - This; website is for sale! - charterpull; Resources and Information.,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
publictwitter.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sibmanagementandconsulting.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ayumily.com,其他,0/5,69,0%,无,18,2011,,2010,,2008,,2007,,2006,,2005,,2004,,2003,,,,,,,,,,,,,,,,,,,,,,,,,
azizi1.com,其他,3/5,17,0%,无,3,2020,,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upperclasswebhosting.com,其他,2/5,16,0%,无,11,2019,404 Not Found,2016,,2015,,2014,,2013,,2012,,2011,,2010,,,,,,,,,,,,,,,,,,,,,,,,,
lands-international.com,其他,2/5,2,0%,无,3,2019,Hostnet: De grootste domeinnaam- en hostingprovider van Nederland.,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kitabqi.com,其他,1/5,2,0%,无,8,2018,Wayback Machine,2013,Welcome to the US Petabox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hbskpt.com,其他,2/5,8,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citizenmarines.com,英文,3/5,11,0%,无,3,2020,Navigation Equipment Supplier， Navigation Equipment Wholesaler & Trader,2019,Navigation Equipment Supplier， Navigation Equipment Wholesaler & Trader,2018,Navigation Equipment Supplier， Navigation Equipment Wholesaler & Trader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serviciosgeneralesmultiplesjrac.com,英文,1/5,1,0%,无,3,2018,Error 404 (Not Found)!!1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chinaeduhold.com,其他,1/5,5,0%,无,10,2019,IIS7,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgdc1158.com,其他,1/5,1,0%,无,3,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resistdivorce.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snaptubeplus.com,其他,1/5,6,0%,无,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
productocity.com,英文,0/5,1,0%,无,10,2011,Domain name registration and transfers for $9.29 and less at Namecheap.com - park-your-domain.com parking page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enronvalley.com,其他,1/5,23,0%,无,18,2020,,2007,,2005,,2004,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
usbitbit.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jfsm79.com,中文,2/5,2,0%,电影,5,2019,草莓_偷拍久久国产视频_97mm草莓视频_老司机精品视频,2016,成人影视 - 成人电影，欧美人体艺术摄影写真图片，激情黄色小说，日本性感美女图片，看片从这里开始!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hotspinyasa.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keroly.com,其他,1/5,1,0%,无,4,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treasureutopia.com,其他,0/5,1,0%,无,7,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
never-paint-again.com,其他,6/5,50,0%,无,17,2021,,2020,,2019,,2018,,2017,,2016,,2015,,2014,,2013,,2012,,2011,,2005,,2004,,,,,,,,,,,,,,,
daveandbecky.com,其他,2/5,31,0%,无,19,2018,,2016,,2015,,2014,,2013,,2011,,2005,,2004,,2003,,2002,,,,,,,,,,,,,,,,,,,,,
hostrehberiniz.com,其他,2/5,3,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quicksilverzipline.com,其他,1/5,1,0%,无,3,2018,ZipLineGear – Home of Backyard Zip Line Kits， Trolleys， and Equipment – ZIPLINEGEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hardcandii.com,其他,4/5,22,0%,无,17,2019,,2018,,2017,,2016,,2015,,2014,,2013,,2005,,2004,,,,,,,,,,,,,,,,,,,,,,,
mahilasamajam.com,其他,0/5,45,0%,无,19,2005,,2004,,2003,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tikuwabl.com,其他,1/5,2,0%,无,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bibleandbourbon.com,其他,1/5,1,0%,无,3,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mrhezari.com,其他,3/5,10,0%,无,3,2020,,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoerning-gcc.com,其他,1/5,11,0%,无,4,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izmirsahinemlak.com,其他,2/5,12,0%,无,12,2017,ŞAHİN EMLAK | İzmir Menemen - Emlakçı,2016,,2015,,2014,,2013,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
msc395.com,其他,2/5,2,0%,无,3,2019,,2018,msc395.com - The domain is available for purchase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datealicious.com,其他,5/5,136,0%,无,18,2020,,2019,,2018,datealicious.com,2017,,2016,datealicious.com - This website is for sale! - datealicious Resources and Information.,2015,,2014,datealicious.com,2011,datealicious.com,2010,datealicious.com,2009,,2008,datealicious.com,2007,,2006,Datealicious - Yummy Dating Directory,2005,,2004,,2003,,,,,,,,,
alldebran.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guiaautomotormx.com,英文,1/5,1,0%,无,0,2021,guiaautomotormx.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirandadanielle.com,其他,1/5,4,0%,无,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiremeshxiangdi.com,其他,4/5,17,0%,无,6,2019,Wayback Machine,2018,Plant Support Net，Fat Plastic Net，shade netting prices，Warning Net Manufacturer,2017,Plant Support Net，Fat Plastic Net，shade netting prices，Warning Net Manufacturer,2016,wiremeshxiangdi.com,2015,Plant Support Net，Fat Plastic Net，shade netting prices，Warning Net Manufacturer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocokatu1.com,中文,5/5,48,0%,必威,5,2020,,2019,帺暘偑媮傔傞嵟崅偺旤偼朙嫻偐傜,2018,帺暘偑媮傔傞嵟崅偺旤偼朙嫻偐傜,2017,ココから2ｃｈアンテナ通信-まとめあんてなサイト,2016,ココから2ｃｈアンテナ通信-まとめあんてなサイト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lisejensen.com,中文,3/5,10,0%,无,10,2019,汽车配件110|汽车配件行业先进的B2B商业平台,2018,HugeDomains.com - Shop for over 300，000 Premium Domains,2016,HugeDomains.com - Shop for over 300，000 Premium Domains,2014,lisejensen.com,2013,lisejensen.com,2011,www.lisejensen.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92dacu.com,中文,2/5,3,0%,彩票,5,2019,凤凰彩票「安全购彩平台」,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoi-dk.com,英文,1/5,1,0%,无,3,2018,Error 404 (Not Found)!!1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nguyenthituyen.com,其他,3/5,11,0%,无,8,2018,HugeDomains.com - NguyenThituYen.com is for sale (Nguyen Thitu Yen),2017,,2016,,2015,,2014,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buysellbho.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21cacademy.com,其他,4/5,7,0%,无,5,2019,21세기아카데미,2018,,2017,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86cityhome.com,中文,2/5,2,0%,2018,3,2019,2018年跑狗图更新正版，字谜游戏大全，特彩吧 高手网 齐中网 高手论坛r,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hi-fisociety.com,其他,4/5,14,0%,无,18,2019,Amy Edwards & The Hi-Fis,2018,,2017,,2016,,2015,,2014,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpsjn.com,其他,1/5,1,0%,大发,0,2021,大发棋牌_官网登录,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
douglawilson.com,其他,2/5,2,0%,无,3,2019,douglawilson.com - This; website is for sale! - douglawilson; Resources and Information.,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
innotropolis.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thereamers.com,其他,3/5,11,0%,无,10,2019,,2018,,2016,,2014,,2013,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bordelaise-watches.com,其他,2/5,4,0%,无,3,2019,404 Not Found,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestwhatsappstatusinhindi.com,英文,4/5,20,0%,无,6,2020,Error 404 (Not Found)!!1,2019,Error 404 (Not Found)!!1,2017,Best Whatsapp Status in Hindi,2016,Best Whatsapp Status in Hindi,2015,Best Whatsapp Status in Hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scorchlife.com,英文,1/5,1,0%,无,3,2018,Create an Ecommerce Website and Sell Online! Ecommerce Software by Shopify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamsterleyforestbandb.com,其他,4/5,57,0%,无,13,2019,,2018,,2017,,2016,,2015,,2014,,2013,Hamsterley Forest Bed and Breakfast -  HAMSTERLEY FOREST B + B,2012,,2011,,2010,,2009,Hamsterley Forest Bed and Breakfast - Welcome,2008,Hamsterley Forest Bed and Breakfast - Welcome,,,,,,,,,,,,,,,,
by4555.com,英文,2/5,2,0%,无,3,2019,by4555.com,2018,by4555.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldandstreamclassifieds.com,其他,1/5,5,0%,无,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcouk.com,英文,0/5,4,0%,无,7,2015,403 Forbidden,2014,Base Camp Ops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ultimategameleague.com,其他,1/5,2,0%,无,7,2019,Ultimate Game League – International League for Ultimate Gaming,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cnfengwu.com,其他,1/5,6,0%,亚投,11,2019,,2014,,2013,,2011,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsnice.com,其他,2/5,5,0%,无,13,2019,BS나이스,2018,,2009,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ayyandeals.com,其他,4/5,15,0%,澳门,5,2020,,2018,,2017,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
estherlita.com,其他,4/5,16,0%,无,14,2019,HugeDomains.com - Shop for over 300，000 Premium Domains,2018,,2017,,2016,,2015,,2014,,2013,,2008,,2007,,,,,,,,,,,,,,,,,,,,,,,
yzzhixiaojiaoyu.com,其他,1/5,2,0%,无,3,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myhuudie.com,其他,2/5,2,0%,无,3,2019,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
